,NO,fid,CODE,NAME,TYPENO,МУНИЦ,simetra_workers_count,geometry,workers_count,combined_workers_count,base_mre,combined_mre
0,9901,1,,Кордон,9,Кордон,,"MULTIPOLYGON (((6758099.958073201 7823125.220956488, 6758100.644073443 7823099.023664146, 6758099.958073201 7823072.826371809, 6758097.901952752 7823046.700884439, 6758094.481347782 7823020.718810157, 6758089.705633929 7822994.951364047, 6758083.587901092 7822969.469172868, 6758076.144917555 7822944.342081551, 6758067.397084016 7822919.638961697, 6758057.368377677 7822895.4275228465, 6758046.086286531 7822871.774126872, 6758033.581734 7822848.743606074, 6758019.888994195 7822826.399085515, 6758005.045597964 7822804.801809993, 6757989.092230026 7822784.010976111, 6757972.07261745 7822764.083570108, 6757954.033409814 7822745.074211622, 6757935.024051331 7822727.035003986, 6757915.096645331 7822710.015391413, 6757894.305811452 7822694.062023476, 6757872.70853592 7822679.218627241, 6757850.364015368 7822665.525887443, 6757827.333494574 7822653.021334907, 6757803.680098592 7822641.739243759, 6757779.468659741 7822631.710537417, 6757754.765539889 7822622.962703884, 6757729.63844857 7822615.519720346, 6757704.156257397 7822609.401987514, 6757678.388811282 7822604.62627366, 6757652.406737005 7822601.205668691, 6757626.2812496275 7822599.149548239, 6757600.083957291 7822598.463547999, 6757573.886664955 7822599.149548239, 6757547.761177578 7822601.205668691, 6757521.779103301 7822604.62627366, 6757496.011657186 7822609.401987514, 6757470.5294660125 7822615.519720346, 6757445.402374695 7822622.962703884, 6757420.699254842 7822631.710537417, 6757396.48781599 7822641.739243759, 6757372.83442001 7822653.021334907, 6757349.803899216 7822665.525887443, 6757327.459378664 7822679.218627241, 6757305.8621031325 7822694.062023476, 6757285.071269251 7822710.015391413, 6757265.143863251 7822727.035003986, 6757246.13450477 7822745.074211622, 6757228.095297134 7822764.083570108, 6757211.075684559 7822784.010976111, 6757195.122316618 7822804.801809993, 6757180.278920388 7822826.399085515, 6757166.586180584 7822848.743606074, 6757154.081628052 7822871.774126872, 6757142.799536903 7822895.4275228465, 6757132.770830568 7822919.638961697, 6757124.022997029 7822944.342081551, 6757116.580013491 7822969.469172868, 6757110.462280655 7822994.951364047, 6757105.686566801 7823020.718810157, 6757102.265961831 7823046.700884439, 6757100.209841383 7823072.826371809, 6757099.52384114 7823099.023664146, 6757100.209841383 7823125.220956488, 6757102.265961831 7823151.346443856, 6757105.686566801 7823177.328518138, 6757110.462280655 7823203.095964259, 6757116.580013491 7823228.578155427, 6757124.022997029 7823253.705246738, 6757132.770830568 7823278.408366598, 6757142.799536903 7823302.619805447, 6757154.081628052 7823326.27320143, 6757166.586180584 7823349.303722221, 6757180.278920388 7823371.648242779, 6757195.122316618 7823393.245518312, 6757211.075684559 7823414.036352188, 6757228.095297134 7823433.963758187, 6757246.13450477 7823452.973116672, 6757265.143863251 7823471.012324304, 6757285.071269251 7823488.031936883, 6757305.8621031325 7823503.985304823, 6757327.459378664 7823518.828701051, 6757349.803899216 7823532.521440856, 6757372.83442001 7823545.025993387, 6757396.48781599 7823556.308084536, 6757420.699254842 7823566.336790873, 6757445.402374695 7823575.084624414, 6757470.5294660125 7823582.527607951, 6757496.011657186 7823588.6453407835, 6757521.779103301 7823593.421054641, 6757547.761177578 7823596.841659607, 6757573.886664955 7823598.897780057, 6757600.083957291 7823599.583780297, 6757626.2812496275 7823598.897780057, 6757652.406737005 7823596.841659607, 6757678.388811282 7823593.421054641, 6757704.156257397 7823588.6453407835, 6757729.63844857 7823582.527607951, 6757754.765539889 7823575.084624414, 6757779.468659741 7823566.336790873, 6757803.680098592 7823556.308084536, 6757827.333494574 7823545.025993387, 6757850.364015368 7823532.521440856, 6757872.70853592 7823518.828701051, 6757894.305811452 7823503.985304823, 6757915.096645331 7823488.031936883, 6757935.024051331 7823471.012324304, 6757954.033409814 7823452.973116672, 6757972.07261745 7823433.963758187, 6757989.092230026 7823414.036352188, 6758005.045597964 7823393.245518312, 6758019.888994195 7823371.648242779, 6758033.581734 7823349.303722221, 6758046.086286531 7823326.27320143, 6758057.368377677 7823302.619805447, 6758067.397084016 7823278.408366598, 6758076.144917555 7823253.705246738, 6758083.587901092 7823228.578155427, 6758089.705633929 7823203.095964259, 6758094.481347782 7823177.328518138, 6758097.901952752 7823151.346443856, 6758099.958073201 7823125.220956488)))",0.0,0.0,,
1,9902,2,,Кордон,9,Кордон,,"MULTIPOLYGON (((6803373.604876661 7799037.49817255, 6803374.290876903 7799011.300880213, 6803373.604876661 7798985.103587872, 6803371.548756209 7798958.978100498, 6803368.128151239 7798932.996026217, 6803363.352437387 7798907.228580106, 6803357.234704551 7798881.74638893, 6803349.791721013 7798856.619297616, 6803341.043887475 7798831.916177758, 6803331.015181137 7798807.704738909, 6803319.733089989 7798784.051342931, 6803307.228537459 7798761.020822138, 6803293.535797653 7798738.676301587, 6803278.692401424 7798717.079026058, 6803262.739033484 7798696.288192176, 6803245.719420908 7798676.360786172, 6803227.680213273 7798657.351427687, 6803208.670854789 7798639.312220055, 6803188.743448789 7798622.29260748, 6803167.95261491 7798606.339239541, 6803146.355339378 7798591.495843314, 6803124.010818826 7798577.803103497, 6803100.980298032 7798565.298550971, 6803077.3269020505 7798554.01645982, 6803053.115463199 7798543.987753488, 6803028.412343347 7798535.239919947, 6803003.285252028 7798527.796936413, 6802977.803060855 7798521.679203578, 6802952.03561474 7798516.903489727, 6802926.0535404645 7798513.482884756, 6802899.928053086 7798511.426764302, 6802873.73076075 7798510.740764058, 6802847.533468415 7798511.426764302, 6802821.407981035 7798513.482884756, 6802795.425906761 7798516.903489727, 6802769.658460646 7798521.679203578, 6802744.176269473 7798527.796936413, 6802719.049178153 7798535.239919947, 6802694.346058302 7798543.987753488, 6802670.13461945 7798554.01645982, 6802646.481223469 7798565.298550971, 6802623.450702675 7798577.803103497, 6802601.106182123 7798591.495843314, 6802579.508906591 7798606.339239541, 6802558.7180727115 7798622.29260748, 6802538.7906667115 7798639.312220055, 6802519.781308228 7798657.351427687, 6802501.742100593 7798676.360786172, 6802484.722488016 7798696.288192176, 6802468.769120077 7798717.079026058, 6802453.925723847 7798738.676301587, 6802440.232984041 7798761.020822138, 6802427.728431512 7798784.051342931, 6802416.446340363 7798807.704738909, 6802406.417634026 7798831.916177758, 6802397.669800487 7798856.619297616, 6802390.226816951 7798881.74638893, 6802384.1090841135 7798907.228580106, 6802379.333370261 7798932.996026217, 6802375.9127652915 7798958.978100498, 6802373.85664484 7798985.103587872, 6802373.170644598 7799011.300880213, 6802373.85664484 7799037.49817255, 6802375.9127652915 7799063.623659926, 6802379.333370261 7799089.605734207, 6802384.1090841135 7799115.373180322, 6802390.226816951 7799140.855371491, 6802397.669800487 7799165.98246281, 6802406.417634026 7799190.685582662, 6802416.446340363 7799214.897021511, 6802427.728431512 7799238.550417498, 6802440.232984041 7799261.580938285, 6802453.925723847 7799283.9254588345, 6802468.769120077 7799305.522734372, 6802484.722488016 7799326.313568254, 6802501.742100593 7799346.240974249, 6802519.781308228 7799365.250332733, 6802538.7906667115 7799383.289540373, 6802558.7180727115 7799400.309152947, 6802579.508906591 7799416.262520886, 6802601.106182123 7799431.105917118, 6802623.450702675 7799444.798656919, 6802646.481223469 7799457.303209454, 6802670.13461945 7799468.585300605, 6802694.346058302 7799478.614006939, 6802719.049178153 7799487.361840475, 6802744.176269473 7799494.804824016, 6802769.658460646 7799500.92255685, 6802795.425906761 7799505.698270701, 6802821.407981035 7799509.118875673, 6802847.533468415 7799511.174996126, 6802873.73076075 7799511.860996363, 6802899.928053086 7799511.174996126, 6802926.0535404645 7799509.118875673, 6802952.03561474 7799505.698270701, 6802977.803060855 7799500.92255685, 6803003.285252028 7799494.804824016, 6803028.412343347 7799487.361840475, 6803053.115463199 7799478.614006939, 6803077.3269020505 7799468.585300605, 6803100.980298032 7799457.303209454, 6803124.010818826 7799444.798656919, 6803146.355339378 7799431.105917118, 6803167.95261491 7799416.262520886, 6803188.743448789 7799400.309152947, 6803208.670854789 7799383.289540373, 6803227.680213273 7799365.250332733, 6803245.719420908 7799346.240974249, 6803262.739033484 7799326.313568254, 6803278.692401424 7799305.522734372, 6803293.535797653 7799283.9254588345, 6803307.228537459 7799261.580938285, 6803319.733089989 7799238.550417498, 6803331.015181137 7799214.897021511, 6803341.043887475 7799190.685582662, 6803349.791721013 7799165.98246281, 6803357.234704551 7799140.855371491, 6803363.352437387 7799115.373180322, 6803368.128151239 7799089.605734207, 6803371.548756209 7799063.623659926, 6803373.604876661 7799037.49817255)))",0.0,0.0,,
2,9903,3,,Кордон,9,Кордон,,"MULTIPOLYGON (((6870538.084111857 7781189.09418643, 6870538.770112099 7781162.896894093, 6870538.084111857 7781136.699601757, 6870536.027991408 7781110.5741143795, 6870532.607386437 7781084.592040102, 6870527.831672586 7781058.824593988, 6870521.71393975 7781033.342402812, 6870514.270956212 7781008.215311497, 6870505.523122673 7780983.512191641, 6870495.494416336 7780959.300752794, 6870484.212325187 7780935.647356811, 6870471.707772656 7780912.616836014, 6870458.015032851 7780890.272315471, 6870443.171636621 7780868.675039938, 6870427.218268682 7780847.884206056, 6870410.198656106 7780827.956800056, 6870392.159448471 7780808.947441567, 6870373.150089988 7780790.908233934, 6870353.222683988 7780773.888621363, 6870332.431850106 7780757.93525342, 6870310.834574575 7780743.091857193, 6870288.490054024 7780729.399117386, 6870265.45953323 7780716.894564856, 6870241.806137249 7780705.612473707, 6870217.594698397 7780695.583767369, 6870192.891578546 7780686.835933829, 6870167.7644872265 7780679.392950296, 6870142.282296053 7780673.2752174605, 6870116.514849938 7780668.499503605, 6870090.532775662 7780665.078898636, 6870064.407288284 7780663.022778187, 6870038.209995948 7780662.336777942, 6870012.0127036115 7780663.022778187, 6869985.887216234 7780665.078898636, 6869959.905141957 7780668.499503605, 6869934.137695842 7780673.2752174605, 6869908.655504669 7780679.392950296, 6869883.52841335 7780686.835933829, 6869858.825293498 7780695.583767369, 6869834.613854647 7780705.612473707, 6869810.960458667 7780716.894564856, 6869787.929937873 7780729.399117386, 6869765.585417321 7780743.091857193, 6869743.988141789 7780757.93525342, 6869723.197307908 7780773.888621363, 6869703.269901908 7780790.908233934, 6869684.2605434265 7780808.947441567, 6869666.221335789 7780827.956800056, 6869649.201723213 7780847.884206056, 6869633.248355275 7780868.675039938, 6869618.404959044 7780890.272315471, 6869604.712219239 7780912.616836014, 6869592.207666708 7780935.647356811, 6869580.925575561 7780959.300752794, 6869570.8968692245 7780983.512191641, 6869562.149035684 7781008.215311497, 6869554.706052148 7781033.342402812, 6869548.588319312 7781058.824593988, 6869543.812605458 7781084.592040102, 6869540.392000488 7781110.5741143795, 6869538.335880038 7781136.699601757, 6869537.649879796 7781162.896894093, 6869538.335880038 7781189.09418643, 6869540.392000488 7781215.21967381, 6869543.812605458 7781241.201748089, 6869548.588319312 7781266.969194201, 6869554.706052148 7781292.451385372, 6869562.149035684 7781317.578476696, 6869570.8968692245 7781342.281596541, 6869580.925575561 7781366.493035394, 6869592.207666708 7781390.146431379, 6869604.712219239 7781413.176952168, 6869618.404959044 7781435.521472718, 6869633.248355275 7781457.118748255, 6869649.201723213 7781477.9095821325, 6869666.221335789 7781497.836988135, 6869684.2605434265 7781516.846346614, 6869703.269901908 7781534.885554254, 6869723.197307908 7781551.905166826, 6869743.988141789 7781567.858534766, 6869765.585417321 7781582.701930997, 6869787.929937873 7781596.394670801, 6869810.960458667 7781608.899223335, 6869834.613854647 7781620.181314482, 6869858.825293498 7781630.210020822, 6869883.52841335 7781638.957854358, 6869908.655504669 7781646.400837895, 6869934.137695842 7781652.518570734, 6869959.905141957 7781657.294284583, 6869985.887216234 7781660.714889555, 6870012.0127036115 7781662.771010011, 6870038.209995948 7781663.457010247, 6870064.407288284 7781662.771010011, 6870090.532775662 7781660.714889555, 6870116.514849938 7781657.294284583, 6870142.282296053 7781652.518570734, 6870167.7644872265 7781646.400837895, 6870192.891578546 7781638.957854358, 6870217.594698397 7781630.210020822, 6870241.806137249 7781620.181314482, 6870265.45953323 7781608.899223335, 6870288.490054024 7781596.394670801, 6870310.834574575 7781582.701930997, 6870332.431850106 7781567.858534766, 6870353.222683988 7781551.905166826, 6870373.150089988 7781534.885554254, 6870392.159448471 7781516.846346614, 6870410.198656106 7781497.836988135, 6870427.218268682 7781477.9095821325, 6870443.171636621 7781457.118748255, 6870458.015032851 7781435.521472718, 6870471.707772656 7781413.176952168, 6870484.212325187 7781390.146431379, 6870495.494416336 7781366.493035394, 6870505.523122673 7781342.281596541, 6870514.270956212 7781317.578476696, 6870521.71393975 7781292.451385372, 6870527.831672586 7781266.969194201, 6870532.607386437 7781241.201748089, 6870536.027991408 7781215.21967381, 6870538.084111857 7781189.09418643)))",0.0,0.0,,
3,9904,4,,Кордон,9,Кордон,,"MULTIPOLYGON (((6862190.479936673 7740885.416107788, 6862191.165936915 7740859.218815456, 6862190.479936673 7740833.021523115, 6862188.423816224 7740806.896035738, 6862185.003211253 7740780.913961458, 6862180.227497402 7740755.146515345, 6862174.109764566 7740729.664324173, 6862166.666781028 7740704.537232855, 6862157.918947489 7740679.834113004, 6862147.890241152 7740655.622674148, 6862136.6081500035 7740631.969278172, 6862124.103597472 7740608.938757374, 6862110.410857667 7740586.594236824, 6862095.567461437 7740564.9969612975, 6862079.614093498 7740544.2061274145, 6862062.594480922 7740524.278721411, 6862044.555273287 7740505.26936293, 6862025.545914804 7740487.230155293, 6862005.618508804 7740470.210542716, 6861984.8276749225 7740454.257174775, 6861963.230399391 7740439.41377855, 6861940.88587884 7740425.72103874, 6861917.8553580465 7740413.216486214, 6861894.201962065 7740401.934395062, 6861869.9905232135 7740391.905688727, 6861845.287403362 7740383.157855185, 6861820.160312043 7740375.714871653, 6861794.678120869 7740369.597138816, 6861768.9106747545 7740364.821424961, 6861742.928600478 7740361.4008199945, 6861716.8031131 7740359.344699545, 6861690.605820764 7740358.658699295, 6861664.408528428 7740359.344699545, 6861638.28304105 7740361.4008199945, 6861612.300966773 7740364.821424961, 6861586.5335206585 7740369.597138816, 6861561.051329485 7740375.714871653, 6861535.924238166 7740383.157855185, 6861511.221118314 7740391.905688727, 6861487.009679463 7740401.934395062, 6861463.356283483 7740413.216486214, 6861440.325762689 7740425.72103874, 6861417.981242137 7740439.41377855, 6861396.383966605 7740454.257174775, 6861375.593132724 7740470.210542716, 6861355.665726724 7740487.230155293, 6861336.656368243 7740505.26936293, 6861318.617160605 7740524.278721411, 6861301.597548029 7740544.2061274145, 6861285.644180091 7740564.9969612975, 6861270.8007838605 7740586.594236824, 6861257.108044055 7740608.938757374, 6861244.603491524 7740631.969278172, 6861233.321400377 7740655.622674148, 6861223.292694041 7740679.834113004, 6861214.5448605 7740704.537232855, 6861207.101876964 7740729.664324173, 6861200.984144128 7740755.146515345, 6861196.208430274 7740780.913961458, 6861192.787825304 7740806.896035738, 6861190.731704854 7740833.021523115, 6861190.0457046125 7740859.218815456, 6861190.731704854 7740885.416107788, 6861192.787825304 7740911.5415951675, 6861196.208430274 7740937.523669441, 6861200.984144128 7740963.29111556, 6861207.101876964 7740988.77330673, 6861214.5448605 7741013.9003980495, 6861223.292694041 7741038.603517903, 6861233.321400377 7741062.81495675, 6861244.603491524 7741086.468352742, 6861257.108044055 7741109.498873523, 6861270.8007838605 7741131.8433940755, 6861285.644180091 7741153.440669609, 6861301.597548029 7741174.231503491, 6861318.617160605 7741194.1589094885, 6861336.656368243 7741213.168267973, 6861355.665726724 7741231.207475609, 6861375.593132724 7741248.227088181, 6861396.383966605 7741264.180456121, 6861417.981242137 7741279.023852358, 6861440.325762689 7741292.716592159, 6861463.356283483 7741305.221144693, 6861487.009679463 7741316.503235843, 6861511.221118314 7741326.531942177, 6861535.924238166 7741335.2797757145, 6861561.051329485 7741342.722759254, 6861586.5335206585 7741348.840492093, 6861612.300966773 7741353.616205935, 6861638.28304105 7741357.036810911, 6861664.408528428 7741359.092931364, 6861690.605820764 7741359.778931602, 6861716.8031131 7741359.092931364, 6861742.928600478 7741357.036810911, 6861768.9106747545 7741353.616205935, 6861794.678120869 7741348.840492093, 6861820.160312043 7741342.722759254, 6861845.287403362 7741335.2797757145, 6861869.9905232135 7741326.531942177, 6861894.201962065 7741316.503235843, 6861917.8553580465 7741305.221144693, 6861940.88587884 7741292.716592159, 6861963.230399391 7741279.023852358, 6861984.8276749225 7741264.180456121, 6862005.618508804 7741248.227088181, 6862025.545914804 7741231.207475609, 6862044.555273287 7741213.168267973, 6862062.594480922 7741194.1589094885, 6862079.614093498 7741174.231503491, 6862095.567461437 7741153.440669609, 6862110.410857667 7741131.8433940755, 6862124.103597472 7741109.498873523, 6862136.6081500035 7741086.468352742, 6862147.890241152 7741062.81495675, 6862157.918947489 7741038.603517903, 6862166.666781028 7741013.9003980495, 6862174.109764566 7740988.77330673, 6862180.227497402 7740963.29111556, 6862185.003211253 7740937.523669441, 6862188.423816224 7740911.5415951675, 6862190.479936673 7740885.416107788)))",0.0,0.0,,
4,9905,5,,Кордон,9,Кордон,,"MULTIPOLYGON (((6857431.386178147 7715345.3883579895, 6857432.072178389 7715319.191065657, 6857431.386178147 7715292.993773321, 6857429.330057699 7715266.868285941, 6857425.909452728 7715240.886211667, 6857421.133738875 7715215.118765547, 6857415.016006039 7715189.636574375, 6857407.573022502 7715164.5094830515, 6857398.825188963 7715139.806363205, 6857388.796482625 7715115.594924354, 6857377.514391477 7715091.94152838, 6857365.009838946 7715068.9110075785, 6857351.317099141 7715046.566487032, 6857336.47370291 7715024.969211495, 6857320.520334972 7715004.178377618, 6857303.500722396 7714984.250971617, 6857285.461514761 7714965.2416131385, 6857266.452156277 7714947.202405502, 6857246.524750278 7714930.182792926, 6857225.733916398 7714914.229424985, 6857204.136640866 7714899.386028756, 6857181.792120314 7714885.6932889465, 6857158.76159952 7714873.18873642, 6857135.108203539 7714861.906645269, 6857110.896764687 7714851.877938937, 6857086.193644836 7714843.130105391, 6857061.066553516 7714835.687121857, 6857035.584362343 7714829.569389022, 6857009.816916228 7714824.7936751675, 6856983.834841952 7714821.373070198, 6856957.709354574 7714819.31694975, 6856931.512062238 7714818.630949508, 6856905.314769901 7714819.31694975, 6856879.189282524 7714821.373070198, 6856853.207208249 7714824.7936751675, 6856827.439762132 7714829.569389022, 6856801.957570959 7714835.687121857, 6856776.830479641 7714843.130105391, 6856752.127359788 7714851.877938937, 6856727.9159209365 7714861.906645269, 6856704.262524957 7714873.18873642, 6856681.232004163 7714885.6932889465, 6856658.887483611 7714899.386028756, 6856637.290208079 7714914.229424985, 6856616.499374198 7714930.182792926, 6856596.571968198 7714947.202405502, 6856577.562609716 7714965.2416131385, 6856559.523402081 7714984.250971617, 6856542.503789505 7715004.178377618, 6856526.550421565 7715024.969211495, 6856511.707025336 7715046.566487032, 6856498.01428553 7715068.9110075785, 6856485.509732998 7715091.94152838, 6856474.227641851 7715115.594924354, 6856464.198935514 7715139.806363205, 6856455.4511019755 7715164.5094830515, 6856448.008118438 7715189.636574375, 6856441.890385602 7715215.118765547, 6856437.114671748 7715240.886211667, 6856433.694066778 7715266.868285941, 6856431.63794633 7715292.993773321, 6856430.951946086 7715319.191065657, 6856431.63794633 7715345.3883579895, 6856433.694066778 7715371.513845368, 6856437.114671748 7715397.495919651, 6856441.890385602 7715423.263365761, 6856448.008118438 7715448.745556931, 6856455.4511019755 7715473.872648259, 6856464.198935514 7715498.575768105, 6856474.227641851 7715522.787206957, 6856485.509732998 7715546.440602936, 6856498.01428553 7715569.471123729, 6856511.707025336 7715591.815644285, 6856526.550421565 7715613.412919813, 6856542.503789505 7715634.203753698, 6856559.523402081 7715654.131159692, 6856577.562609716 7715673.140518174, 6856596.571968198 7715691.179725818, 6856616.499374198 7715708.199338392, 6856637.290208079 7715724.1527063325, 6856658.887483611 7715738.996102558, 6856681.232004163 7715752.688842363, 6856704.262524957 7715765.1933949, 6856727.9159209365 7715776.475486041, 6856752.127359788 7715786.504192381, 6856776.830479641 7715795.252025919, 6856801.957570959 7715802.695009457, 6856827.439762132 7715808.8127422985, 6856853.207208249 7715813.5884561455, 6856879.189282524 7715817.0090611195, 6856905.314769901 7715819.065181565, 6856931.512062238 7715819.751181808, 6856957.709354574 7715819.065181565, 6856983.834841952 7715817.0090611195, 6857009.816916228 7715813.5884561455, 6857035.584362343 7715808.8127422985, 6857061.066553516 7715802.695009457, 6857086.193644836 7715795.252025919, 6857110.896764687 7715786.504192381, 6857135.108203539 7715776.475486041, 6857158.76159952 7715765.1933949, 6857181.792120314 7715752.688842363, 6857204.136640866 7715738.996102558, 6857225.733916398 7715724.1527063325, 6857246.524750278 7715708.199338392, 6857266.452156277 7715691.179725818, 6857285.461514761 7715673.140518174, 6857303.500722396 7715654.131159692, 6857320.520334972 7715634.203753698, 6857336.47370291 7715613.412919813, 6857351.317099141 7715591.815644285, 6857365.009838946 7715569.471123729, 6857377.514391477 7715546.440602936, 6857388.796482625 7715522.787206957, 6857398.825188963 7715498.575768105, 6857407.573022502 7715473.872648259, 6857415.016006039 7715448.745556931, 6857421.133738875 7715423.263365761, 6857425.909452728 7715397.495919651, 6857429.330057699 7715371.513845368, 6857431.386178147 7715345.3883579895)))",0.0,0.0,,
5,9906,6,,Кордон,9,Кордон,,"MULTIPOLYGON (((6869954.417828574 7687416.876407318, 6869955.103828816 7687390.679114984, 6869954.417828574 7687364.481822647, 6869952.361708124 7687338.356335273, 6869948.941103153 7687312.374260993, 6869944.165389302 7687286.606814881, 6869938.047656464 7687261.124623707, 6869930.604672928 7687235.997532387, 6869921.856839389 7687211.294412536, 6869911.82813305 7687187.082973681, 6869900.546041904 7687163.429577706, 6869888.041489373 7687140.399056909, 6869874.348749568 7687118.054536359, 6869859.505353337 7687096.457260825, 6869843.551985399 7687075.666426949, 6869826.532372823 7687055.7390209455, 6869808.493165187 7687036.72966246, 6869789.483806704 7687018.690454828, 6869769.556400704 7687001.670842248, 6869748.765566823 7686985.717474311, 6869727.168291291 7686970.874078083, 6869704.823770739 7686957.181338278, 6869681.793249945 7686944.676785744, 6869658.1398539655 7686933.394694597, 6869633.928415114 7686923.365988263, 6869609.225295262 7686914.618154724, 6869584.098203943 7686907.175171185, 6869558.61601277 7686901.057438348, 6869532.848566655 7686896.281724494, 6869506.8664923785 7686892.861119522, 6869480.741005001 7686890.804999078, 6869454.543712664 7686890.118998832, 6869428.346420328 7686890.804999078, 6869402.22093295 7686892.861119522, 6869376.238858674 7686896.281724494, 6869350.471412559 7686901.057438348, 6869324.989221386 7686907.175171185, 6869299.862130066 7686914.618154724, 6869275.159010215 7686923.365988263, 6869250.947571363 7686933.394694597, 6869227.294175383 7686944.676785744, 6869204.26365459 7686957.181338278, 6869181.919134038 7686970.874078083, 6869160.321858506 7686985.717474311, 6869139.531024625 7687001.670842248, 6869119.603618625 7687018.690454828, 6869100.594260141 7687036.72966246, 6869082.555052506 7687055.7390209455, 6869065.53543993 7687075.666426949, 6869049.582071992 7687096.457260825, 6869034.738675761 7687118.054536359, 6869021.045935956 7687140.399056909, 6869008.541383425 7687163.429577706, 6868997.259292277 7687187.082973681, 6868987.230585939 7687211.294412536, 6868978.4827524 7687235.997532387, 6868971.039768864 7687261.124623707, 6868964.922036027 7687286.606814881, 6868960.146322175 7687312.374260993, 6868956.725717205 7687338.356335273, 6868954.669596755 7687364.481822647, 6868953.983596513 7687390.679114984, 6868954.669596755 7687416.876407318, 6868956.725717205 7687443.001894703, 6868960.146322175 7687468.983968972, 6868964.922036027 7687494.751415086, 6868971.039768864 7687520.233606263, 6868978.4827524 7687545.360697582, 6868987.230585939 7687570.063817437, 6868997.259292277 7687594.275256279, 6869008.541383425 7687617.928652269, 6869021.045935956 7687640.95917306, 6869034.738675761 7687663.303693613, 6869049.582071992 7687684.900969142, 6869065.53543993 7687705.691803027, 6869082.555052506 7687725.619209024, 6869100.594260141 7687744.62856751, 6869119.603618625 7687762.667775143, 6869139.531024625 7687779.687387721, 6869160.321858506 7687795.640755658, 6869181.919134038 7687810.484151891, 6869204.26365459 7687824.176891694, 6869227.294175383 7687836.681444226, 6869250.947571363 7687847.96353537, 6869275.159010215 7687857.992241715, 6869299.862130066 7687866.740075245, 6869324.989221386 7687874.183058794, 6869350.471412559 7687880.300791624, 6869376.238858674 7687885.076505477, 6869402.22093295 7687888.497110446, 6869428.346420328 7687890.553230896, 6869454.543712664 7687891.239231142, 6869480.741005001 7687890.553230896, 6869506.8664923785 7687888.497110446, 6869532.848566655 7687885.076505477, 6869558.61601277 7687880.300791624, 6869584.098203943 7687874.183058794, 6869609.225295262 7687866.740075245, 6869633.928415114 7687857.992241715, 6869658.1398539655 7687847.96353537, 6869681.793249945 7687836.681444226, 6869704.823770739 7687824.176891694, 6869727.168291291 7687810.484151891, 6869748.765566823 7687795.640755658, 6869769.556400704 7687779.687387721, 6869789.483806704 7687762.667775143, 6869808.493165187 7687744.62856751, 6869826.532372823 7687725.619209024, 6869843.551985399 7687705.691803027, 6869859.505353337 7687684.900969142, 6869874.348749568 7687663.303693613, 6869888.041489373 7687640.95917306, 6869900.546041904 7687617.928652269, 6869911.82813305 7687594.275256279, 6869921.856839389 7687570.063817437, 6869930.604672928 7687545.360697582, 6869938.047656464 7687520.233606263, 6869944.165389302 7687494.751415086, 6869948.941103153 7687468.983968972, 6869952.361708124 7687443.001894703, 6869954.417828574 7687416.876407318)))",0.0,0.0,,
